ID,Category,Intent,User Type,Programme Group,Programme Detail,Main Question,Alternate Questions,Real Student Variants,Answer,Dynamic/ Static,Source Link,Escalation Contact,Last Updated,Status
260,B.Ed,bed_result_declaration,Current Student,BED,B.Ed,When will B.Ed results be declared?,bed result kab aayega; b.ed marks; semester result bed; bed exam results,,Result declaration dates are notified on the official website.,Dynamic,Result Notifications,exams@manuu.edu.in,22-05-2026,Active
261,B.Ed,bed_revaluation,Current Student,BED,B.Ed,Can B.Ed students apply for revaluation?,bed revaluation; paper recheck bed; answer sheet verification; b.ed marks recheck,,"Yes, B.Ed students may apply for revaluation as per University examination rules.",Dynamic,Revaluation Rules,exams@manuu.edu.in,22-05-2026,Active
251,B.Ed,bed_school_allotment,Current Student,BED,B.Ed,How are schools allotted for B.Ed internship?,bed internship school allotment; teaching practice school; internship school selection; school allotment,,School allotment procedures are decided by the department and programme coordinators.,Dynamic,B.Ed Internship Guidelines,bed@manuu.edu.in,22-05-2026,Active
263,B.Ed,bed_school_change_request,Current Student,BED,B.Ed,Can I change my allotted internship school in B.Ed?,change internship school; school transfer bed; teaching practice school issue; school allotment change,,Internship school changes are subject to departmental approval and valid reasons.,Dynamic,B.Ed Internship Rules,bed@manuu.edu.in,22-05-2026,Active
258,B.Ed,bed_study_material,Current Student,BED,B.Ed,Will B.Ed students receive Self Learning Material?,bed books milenge kya; slm for bed; bed study material; printed books,,"Yes, study material is provided as per programme provisions.",Dynamic,Study Material Section,ismail@manuu.edu.in,22-05-2026,Active
275,B.Ed,bed_teaching_aids_requirement,Current Student,BED,B.Ed,Are teaching aids compulsory during internship?,teaching aids compulsory; charts models bed; teaching materials; internship teaching aids,,Teaching aids may be required during practice teaching and internship activities.,Static,B.Ed Internship Guidelines,bed@manuu.edu.in,22-05-2026,Active
246,B.Ed,bed_teaching_practice,Current Student,BED,B.Ed,Is teaching practice compulsory in B.Ed?,teaching practice compulsory; internship school teaching; practice teaching bed; lesson teaching,,"Yes, teaching practice is a compulsory component of the B.Ed programme.",Static,B.Ed Programme Structure,bed@manuu.edu.in,22-05-2026,Active
264,B.Ed,bed_teaching_subjects,Current Student,BED,B.Ed,How are teaching subjects allotted in B.Ed?,teaching subject allotment; pedagogy subject selection; bed methods subjects; teaching papers,,"Teaching subjects are allotted according to eligibility, programme rules, and availability.",Static,B.Ed Programme Structure,bed@manuu.edu.in,22-05-2026,Active
253,B.Ed,bed_viva_voce,Current Student,BED,B.Ed,Is viva voce compulsory in B.Ed?,bed viva compulsory; oral exam bed; practical viva; teaching viva,,"Yes, viva voce forms part of practical and internship evaluation.",Static,B.Ed Evaluation Scheme,bed@manuu.edu.in,22-05-2026,Active
274,B.Ed,bed_workshop_absence,Current Student,BED,B.Ed,Can I miss B.Ed workshops or contact programmes?,workshop absent; contact classes miss; counselling sessions absent; bed workshop attendance,,Workshops and contact programmes are important academic requirements of the B.Ed programme.,Static,B.Ed Academic Rules,bed@manuu.edu.in,22-05-2026,Active
249,B.Ed,bed_workshop_requirement,Current Student,BED,B.Ed,Are workshops compulsory for B.Ed students?,bed workshops compulsory; practical workshops; attendance in workshop; b.ed activities,,"Yes, workshops and practical activities form part of the B.Ed programme requirements.",Static,B.Ed Practical Guidelines,bed@manuu.edu.in,22-05-2026,Active
373,Career & Future Studies,bed_teaching_job_validity,Prospective Student,BED,B.Ed,Is MANUU B.Ed degree valid for teaching jobs?,bed teaching eligibility; teaching jobs after bed; govt teacher eligibility; ncte valid bed,,The B.Ed programme is recognised according to applicable NCTE and University regulations.,Static,B.Ed Recognition,bed@manuu.edu.in,22-05-2026,Active
370,Career & Future Studies,career_guidance_support,Current Student,ALL,ALL,Does MANUU provide career guidance support?,career guidance; placement guidance; career counselling; job support,,Career guidance initiatives may be conducted by departments or University support services.,Dynamic,Student Support Services,info@manuu.edu.in,22-05-2026,Active
377,Career & Future Studies,certificate_programme_value,Prospective Student,CERTIFICATE,CERTIFICATE PROGRAMMES,Are certificate programmes useful for employment or skill enhancement?,certificate course value; short term course jobs; skill certificate; certificate programme benefits,,Certificate programmes may help learners improve skills and academic qualifications.,Static,Programme Information,admissions@manuu.edu.in,22-05-2026,Active
372,Career & Future Studies,competitive_exam_preparation,Current Student,ALL,ALL,Can ODL students prepare for competitive exams along with studies?,competitive exams with odl; govt exam preparation; upsc with distance degree; preparation support,,"Yes, ODL programmes provide flexibility that may help students prepare for competitive examinations.",Static,Programme Flexibility,info@manuu.edu.in,22-05-2026,Active
378,Career & Future Studies,diploma_programme_value,Prospective Student,DIPLOMA,DIPLOMA PROGRAMMES,Are diploma programmes valid for jobs and further studies?,diploma validity; diploma jobs; further studies after diploma; diploma recognition,,Diploma programmes are recognised according to applicable University regulations.,Static,Programme Information,admissions@manuu.edu.in,22-05-2026,Active
366,Career & Future Studies,employment_after_odl,Prospective Student,ALL,ALL,Is an ODL degree useful for employment opportunities?,distance degree jobs; odl degree jobs; employment after distance education; career after odl,,ODL degrees recognised by UGC-DEB are valid according to applicable regulations and employer requirements.,Static,UGC-DEB Guidelines,info@manuu.edu.in,22-05-2026,Active
380,Career & Future Studies,employment_verification_requests,All Users,ALL,ALL,How can employers verify a student's qualification from MANUU?,employer verification; student degree verify; qualification authenticity; company verification,,Verification procedures are handled through the University’s official verification process.,Dynamic,Verification Cell,exams@manuu.edu.in,22-05-2026,Active
363,Career & Future Studies,govt_job_eligibility,Prospective Student,ALL,ALL,Is MANUU degree valid for government jobs?,government jobs valid; manuu degree accepted; govt exams eligibility; degree recognition,,"Yes, MANUU is a Central University recognised by UGC and its degrees are valid as per applicable regulations.",Static,University Recognition,info@manuu.edu.in,22-05-2026,Active
375,Career & Future Studies,language_programme_careers,Prospective Student,PG/UG,LANGUAGE PROGRAMMES,What career opportunities are available after language programmes?,urdu degree jobs; arabic careers; language programme jobs; ma language careers,,"Career opportunities depend on the programme and may include teaching, translation, media, and research fields.",Static,Programme Information,admissions@manuu.edu.in,22-05-2026,Active
374,Career & Future Studies,mba_private_sector_jobs,Prospective Student,MBA,ALL,Is MBA from MANUU useful for private sector jobs?,private jobs after mba; mba career opportunities; corporate jobs mba; management career,,"Employment opportunities depend on student skills, specialization, and employer requirements.",Static,MBA Programme Overview,mba@manuu.edu.in,22-05-2026,Active
379,Career & Future Studies,odl_flexibility_advantage,Prospective Student,ALL,ALL,What are the advantages of studying through ODL mode?,benefits of odl; distance education advantages; flexible learning; work and study together,,ODL programmes provide flexible learning opportunities for diverse learners including working professionals.,Static,ODL Programme Overview,info@manuu.edu.in,22-05-2026,Active
369,Career & Future Studies,odl_vs_regular_validity,Prospective Student,ALL,ALL,Is ODL degree equal to regular degree?,odl vs regular; distance degree equal kya; regular equivalent; degree comparison,,Recognised ODL degrees are valid according to UGC-DEB regulations.,Static,UGC-DEB Guidelines,info@manuu.edu.in,22-05-2026,Active
368,Career & Future Studies,parallel_programme_rules,Prospective Student,ALL,ALL,Can I study two programmes simultaneously?,two courses together; parallel degree; simultaneous admission; dual programmes,,Simultaneous admission is governed by UGC and University regulations.,Static,UGC Guidelines,admissions@manuu.edu.in,22-05-2026,Active
361,Career & Future Studies,pg_after_ug,Prospective Student,UG,ALL UG PROGRAMMES,Can I pursue postgraduate studies after completing my UG programme from MANUU?,pg after manuu degree; masters eligibility; higher studies after ug; ma after ba,,"Yes, students may pursue postgraduate studies subject to eligibility rules of the admitting institution.",Static,Higher Education Eligibility,admissions@manuu.edu.in,22-05-2026,Active
362,Career & Future Studies,phd_after_pg,Prospective Student,PG,ALL PG PROGRAMMES,Can I pursue PhD after completing a PG programme from MANUU?,phd after manuu pg; doctorate eligibility; research admission; phd valid degree,,Eligibility for PhD depends on UGC regulations and the rules of the admitting university.,Static,Higher Education Eligibility,admissions@manuu.edu.in,22-05-2026,Active
376,Career & Future Studies,research_opportunities,Current Student,PG,ALL PG PROGRAMMES,Can PG students pursue research opportunities after graduation?,research after pg; mphil phd opportunities; academic research; higher studies research,,"Yes, postgraduate students may pursue research opportunities subject to eligibility conditions.",Static,Higher Education Eligibility,admissions@manuu.edu.in,22-05-2026,Active
367,Career & Future Studies,second_degree_validity,Prospective Student,ALL,ALL,Is it valid to pursue a second degree from MANUU?,second degree valid; additional qualification; another degree after graduation; dual qualification,,"Yes, students may pursue second degrees subject to UGC and University regulations.",Static,UGC Guidelines,admissions@manuu.edu.in,22-05-2026,Active
371,Career & Future Studies,skill_development_programmes,Current Student,ALL,ALL,Are skill development programmes available for students?,skill programmes; employability training; skill courses; student training,,Skill development activities may be conducted by departments and University centres.,Dynamic,University Notifications,info@manuu.edu.in,22-05-2026,Active
365,Career & Future Studies,study_abroad_validity,Prospective Student,ALL,ALL,Is MANUU degree valid for studying abroad?,foreign university eligibility; abroad studies; international degree validity; overseas higher studies,,Acceptance of degrees abroad depends on the policies of foreign institutions and credential evaluation agencies.,Static,University Recognition,info@manuu.edu.in,22-05-2026,Active
364,Career & Future Studies,upsc_eligibility,Prospective Student,ALL,ALL,Is MANUU degree valid for UPSC and competitive examinations?,upsc eligibility; civil services valid degree; govt exams accepted; competitive exam eligibility,,"Yes, recognised degrees from MANUU are generally valid for competitive examinations subject to notification rules.",Static,University Recognition,info@manuu.edu.in,22-05-2026,Active
11,Examinations,assignment_exam_weightage,Current Student,ALL,ALL,What is the weightage of assignments and term-end examinations?,assignment marks; exam marks distribution; internal marks; assignment marks kitna; internal marks kaise; exam aur assignment ratio kya,,Assignments carry 30% weightage and Term-End Examinations carry 70% weightage.,Static,Examination Scheme,exams@manuu.edu.in,22-05-2026,Active
147,Examinations,backlog_exam_eligibility,Current Student,ALL,ALL,Can I appear for backlog or supplementary examinations?,backlog exam dena; supplementary exam; failed paper reappear; arrear exam,,"Yes, eligible students may appear for backlog or supplementary examinations as per rules.",Dynamic,Examination Rules,exams@manuu.edu.in,22-05-2026,Active
5,Examinations,backlog_exam_fee,Current Student,ALL,ALL,What is the fee for backlog papers?,backlog fee; supplementary fee; arrear exam fee; backlog fees kitna; supply fee kya hai; arrear exam charges; backlog paper fees,,"Please refer to the current Prospectus for backlog examination fee details. For further clarification, contact your Learner Support Centre (LSC).",Dynamic,Examination Fee Rules,exams@manuu.edu.in,22-05-2026,Active
178,Examinations,backlog_exam_schedule,Current Student,ALL,ALL,When are backlog or supplementary examinations conducted?,backlog exams kab; supplementary schedule; arrear exam date; failed paper exam,,Backlog or supplementary examination schedules are notified separately by the University.,Dynamic,Examination Notifications,exams@manuu.edu.in,22-05-2026,Active
154,Examinations,calculator_permission,Current Student,ALL,ALL,Can I use a calculator during examinations?,calculator allowed; exam calculator permission; scientific calculator; calculator use,,Calculator usage depends on programme and paper-specific examination rules.,Static,Examination Instructions,exams@manuu.edu.in,22-05-2026,Active
180,Examinations,convocation_certificate_issue,Current Student,ALL,ALL,How can I receive my degree certificate after completion?,degree certificate kab; convocation certificate; original degree; final certificate,,Degree certificates are issued as per University convocation and certification procedures.,Dynamic,Convocation Notifications,exams@manuu.edu.in,22-05-2026,Active
179,Examinations,duplicate_marks_memo,Current Student,ALL,ALL,How can I obtain a duplicate marks memo?,duplicate marks memo; marksheet lost; duplicate result copy; memo kho gaya,,Students may apply for duplicate marks memo as per University procedures.,Dynamic,Examination Section,exams@manuu.edu.in,22-05-2026,Active
146,Examinations,exam_absent_issue,Current Student,ALL,ALL,What happens if I remain absent for an examination?,exam absent; paper miss ho gaya; exam nahi diya; absent in semester exam,,Students who remain absent may appear in future examinations as per University rules.,Static,Examination Rules,exams@manuu.edu.in,22-05-2026,Active
152,Examinations,exam_centre_change_request,Current Student,ALL,ALL,Can I request a change of examination centre?,exam centre change; centre transfer; dusra exam centre; exam location change,,Examination centre change is permitted only under special circumstances and University approval.,Dynamic,Examination Rules,exams@manuu.edu.in,22-05-2026,Active
23,Examinations,exam_centre_location,Current Student,ALL,ALL,Where will the examination centre be located?,exam centre location; where is my exam centre; study centre exam; exam centre kidhar; mera exam centre kahan; exam centre details kya,,"Normally, examinations are conducted at the respective Learner Support Centre. However, MANUU may arrange examinations at any other approved centre if required.",Static,Examination Centre Rules,exams@manuu.edu.in,22-05-2026,Active
148,Examinations,exam_medium_language,Current Student,ALL,ALL,In which language can I answer the examination?,exam language; answers urdu me; english me likh sakte kya; hindi me exam,,The permitted examination medium depends on programme rules and University regulations.,Static,Programme Regulations,exams@manuu.edu.in,22-05-2026,Active
141,Examinations,exam_schedule_release,Current Student,ALL,ALL,When will the examination timetable be released?,exam timetable kab aayega; date sheet release; exams schedule; exam dates kab,,The examination timetable is released on the official MANUU website before commencement of examinations.,Dynamic,Examination Notifications,exams@manuu.edu.in,22-05-2026,Active
145,Examinations,exam_without_hall_ticket,Current Student,ALL,ALL,Can I write the examination without Hall Ticket?,hallticket ke bina exam; admit card compulsory; hall ticket lost; exam without admit card,,Hall Ticket/Admit Card is generally compulsory for appearing in examinations.,Static,Examination Rules,exams@manuu.edu.in,22-05-2026,Active
177,Examinations,grace_marks_policy,Current Student,ALL,ALL,Is there any grace marks policy?,grace marks milta kya; bonus marks; pass by grace; grace policy,,Grace marks policy is governed by University examination regulations.,Static,Examination Regulations,exams@manuu.edu.in,22-05-2026,Active
24,Examinations,hall_ticket_download,Current Student,ALL,ALL,How can I download my Hall Ticket or Admit Card?,hall ticket download; admit card; exam ticket; hallticket not showing; hallticket kaise download kare; admit card kidhar milega; hallticket nahi aa raha; exam ticket download; hallticket kidhar milta miya,halltiket nai aarha miya; hallticket nai dikhra; hall ticket kab aata; halltkt nai open hora; admit card nai aarha; fee kat gaya but portal me nai dikra; payment deduct hua but update nai hua; paisa kat gaya fee pending dikha raha; transaction failed but money deducted; fee payment successful but portal pending; assgnmnt submit kidar; assignment kidhar jama karna; assignment kaha submit karna; assignment dena kidhar; assignment upload kidhar karna; result kab aata; result nai dikhra; marks memo kidhar milega; result update kab hota; result portal me nai aarha; id card nai milra; id card download nai hora; student card kidhar se milega; identity card nai dikhra; id card portal me nai hai; mba karne ke liye qualification kya hona; mba eligibility kya hai; mba admission ke liye kya chahiye; mba me admission kaise milta; mba ka criteria kya hai; study material nahi mila; books abhi tak nai aaye; slm dispatch nai hua; books kidhar se milenge; material deliver nai hua;,Hall Tickets/Admit Cards are made available online before examinations. Students can download them from their student portal (SAMARTH).,Dynamic,SAMARTH Portal,exams@manuu.edu.in,22-05-2026,Active
143,Examinations,hall_ticket_name_error,Current Student,ALL,ALL,What should I do if my name is incorrect on the Hall Ticket?,hallticket name wrong; admit card spelling mistake; hall ticket correction; name error,,"If there is any error in the Hall Ticket, immediately contact the Examination Section or Learner Support Centre.",Dynamic,Examination Support,exams@manuu.edu.in,22-05-2026,Active
144,Examinations,hall_ticket_photo_missing,Current Student,ALL,ALL,What should I do if my photograph is missing on the Hall Ticket?,photo missing in hallticket; admit card without photo; hall ticket image issue,,"If your Hall Ticket has missing or unclear photograph details, contact the Examination Section immediately.",Dynamic,Examination Support,exams@manuu.edu.in,22-05-2026,Active
142,Examinations,hall_ticket_release_date,Current Student,ALL,ALL,When will Hall Tickets be released?,hallticket kab aayega; admit card release; hall ticket date; exam ticket kab,,Hall Tickets are usually released online before the commencement of examinations.,Dynamic,SAMARTH Portal,exams@manuu.edu.in,22-05-2026,Active
155,Examinations,id_proof_requirement_exam,Current Student,ALL,ALL,Is ID proof required during examinations?,id proof exam; identity card compulsory; hall ticket with id; exam verification,,Students are advised to carry valid ID proof and Hall Ticket during examinations.,Static,Examination Instructions,exams@manuu.edu.in,22-05-2026,Active
176,Examinations,improvement_exam,Current Student,ALL,ALL,Can I appear for improvement examinations?,improvement exam; marks improve karna; betterment exam; improvement paper,,Improvement examination rules depend on programme regulations and University policies.,Dynamic,Examination Rules,exams@manuu.edu.in,22-05-2026,Active
153,Examinations,malpractice_rules,Current Student,ALL,ALL,What happens in case of examination malpractice?,exam cheating; malpractice punishment; unfair means; copying in exam,,Examination malpractice cases are dealt with strictly as per University rules.,Static,Examination Rules,exams@manuu.edu.in,22-05-2026,Active
149,Examinations,minimum_passing_marks,Current Student,ALL,ALL,What are the minimum passing marks in examinations?,pass marks kitna; minimum marks required; passing percentage; exam qualify marks,,Minimum passing marks are prescribed in the programme regulations and Prospectus.,Static,Examination Scheme,exams@manuu.edu.in,22-05-2026,Active
175,Examinations,photocopy_answer_script,Current Student,ALL,ALL,Can I get a photocopy of my answer script?,answer sheet photocopy; copy of paper; answer booklet request; answer script dekhna,,Availability of answer script photocopy depends on University examination rules.,Dynamic,Examination Rules,exams@manuu.edu.in,22-05-2026,Active
150,Examinations,practical_exam_requirement,Current Student,UG/PG/PROFESSIONAL,PROGRAMMES WITH PRACTICALS,Are practical examinations compulsory?,practical exam compulsory; lab exams; practicals mandatory; viva practical,,"Yes, practical examinations are compulsory for programmes that include practical components.",Static,Programme Structure,exams@manuu.edu.in,22-05-2026,Active
20,Examinations,promotion_to_next_year,Current Student,UG/PG,ALL,Can I move to the next semester or year without passing the examination?,promotion to next year; failed exams; carry forward; fail hone ke baad next year; backlogs ke saath next semester; carry forward hota kya,,"Yes, students may move to the next semester or year as per rules, provided the next year’s fee is paid within the prescribed schedule.",Static,Promotion Rules,exams@manuu.edu.in,22-05-2026,Active
171,Examinations,result_declaration_date,Current Student,ALL,ALL,When will examination results be declared?,result kab aayega; exam result date; semester result; results announcement,result kab aata; result nai dikhra; result update kab hota; result portal me nai aarha;,Result declaration dates are notified on the official MANUU website.,Dynamic,Result Notifications,exams@manuu.edu.in,22-05-2026,Active
172,Examinations,result_not_showing,Current Student,ALL,ALL,What should I do if my result is not showing online?,result not showing; marks missing; result unavailable; portal result issue,,Students should contact the Examination Section if results are unavailable after official declaration.,Dynamic,Result Portal,exams@manuu.edu.in,22-05-2026,Active
173,Examinations,result_withheld_issue,Current Student,ALL,ALL,Why is my result marked as withheld?,result withheld; rw status; result blocked; marks withheld,,"Result may be withheld due to pending documents, malpractice cases, or other administrative reasons.",Dynamic,Examination Records,exams@manuu.edu.in,22-05-2026,Active
30,Examinations,revaluation_process,Current Student,ALL,ALL,Can I apply for re-evaluation if I am not satisfied with my marks?,rechecking; revaluation; answer script verification; paper recheck; revaluation kaise; answer sheet checking; marks dubara check,,"Yes, students may apply for re-evaluation as per the examination rules available on the University website.",Dynamic,Revaluation Rules,exams@manuu.edu.in,22-05-2026,Active
174,Examinations,revaluation_result_time,Current Student,ALL,ALL,How long does revaluation take?,revaluation result kab; rechecking time; answer sheet revaluation duration; revaluation process time,,Revaluation timelines depend on University processing and notification schedules.,Dynamic,Revaluation Rules,exams@manuu.edu.in,22-05-2026,Active
151,Examinations,viva_voce_requirement,Current Student,MBA/BED/PG,PROGRAMMES WITH VIVA,Is viva voce compulsory?,viva compulsory kya; oral exam mandatory; viva dena zaroori; presentation viva,,Viva voce requirements depend on the programme structure and regulations.,Static,Programme Regulations,exams@manuu.edu.in,22-05-2026,Active
321,Fees,admission_fee_structure,Prospective Student,ALL,ALL,What is the fee structure for different programmes?,programme fees kitna; admission fee details; course fee structure; fees information,,Fee structure for each programme is mentioned in the current Prospectus and admission notifications.,Dynamic,Prospectus & Fee Notifications,accounts@manuu.edu.in,22-05-2026,Active
334,Fees,backlog_exam_fee_payment,Current Student,ALL,ALL,How can I pay backlog examination fees?,backlog fees payment; supplementary exam fee; arrear paper payment; failed paper fee,,Backlog examination fees must be paid through the official examination portal.,Dynamic,Examination Notifications,accounts@manuu.edu.in,22-05-2026,Active
330,Fees,double_fee_payment_refund,Current Student,ALL,ALL,How can I get refund for double fee payment?,double fee refund; duplicate payment issue; fees twice deducted; repeated fee payment,,Refund requests for duplicate payments are processed according to University procedures.,Dynamic,Accounts Section,accounts@manuu.edu.in,22-05-2026,Active
322,Fees,examination_fee_payment,Current Student,ALL,ALL,How can I pay examination fees?,exam fee payment; examination fee online; exam fees kaise bharna; hallticket fee,,Examination fees must be paid online through the official student portal within the prescribed dates.,Dynamic,Examination Notifications,accounts@manuu.edu.in,22-05-2026,Active
335,Fees,fee_due_consequences,Current Student,ALL,ALL,What happens if I do not pay fees on time?,late fee payment issue; fees not paid; pending dues; fee delay consequences,,"Non-payment of fees may affect examination eligibility, results, or continuation of admission.",Static,Fee Regulations,accounts@manuu.edu.in,22-05-2026,Active
338,Fees,fee_installment_query,Prospective Student,ALL,ALL,Can fees be paid in installments?,fees installments; part payment; fees thoda thoda bharna; installment facility,,Fee installment facilities depend on University policy and programme regulations.,Dynamic,Fee Regulations,accounts@manuu.edu.in,22-05-2026,Active
329,Fees,fee_not_updated,Current Student,ALL,ALL,What should I do if fee payment is not updated on the portal?,fee paid not updated; payment pending; fees deducted not reflected; portal fee issue,,Students should wait for payment confirmation and contact support if the issue persists.,Dynamic,Payment Support,accounts@manuu.edu.in,22-05-2026,Active
339,Fees,fee_payment_failed_status,Current Student,ALL,ALL,What should I do if fee payment fails but money is deducted?,fees deducted payment failed; transaction failed; payment error; paisa kat gaya fee,fees cut gayi; fee kat gaya; fees kat gayi; paise kat gaye; amount deduct ho gaya; payment deduct ho gaya; fee deduct ho gayi; bank se paisa kat gaya; fee paid but portal pending; payment done but not showing; paisa gaya but status pending; fee kat gaya but portal me nai dikra; payment deduct hua but update nai hua; paisa kat gaya fee pending dikha raha; transaction failed but money deducted; fee payment successful but portal pending; paise deduct ho gaye magar fee pending dikhara,Students should wait for bank settlement and contact support if payment status is not updated.,Dynamic,Payment Support,accounts@manuu.edu.in,22-05-2026,Active
337,Fees,fee_payment_last_date,Current Student,ALL,ALL,Where can I check the last date for fee payment?,fee payment deadline; fees last date; payment due date; fee kab tak bharna,,Last dates for fee payment are announced through official notifications and portals.,Dynamic,Fee Notifications,accounts@manuu.edu.in,22-05-2026,Active
328,Fees,fee_receipt_requirement,Current Student,ALL,ALL,Is it necessary to keep fee payment receipts?,fee receipt zaroori; payment proof; challan save karna; transaction receipt keep,,"Yes, students are advised to keep all payment receipts safely for future reference.",Static,Fee Payment Instructions,accounts@manuu.edu.in,22-05-2026,Active
336,Fees,hostel_fee_query,Prospective Student,ALL,HOSTEL ENQUIRIES,Are hostel facilities available for ODL students?,hostel available kya; hostel fee; accommodation for odl students; stay facility,,Hostel facility availability depends on University policies and campus regulations.,Dynamic,University Facilities,info@manuu.edu.in,22-05-2026,Active
323,Fees,late_exam_fee,Current Student,ALL,ALL,Is there any late fee for examination form submission?,late exam fee; exam form penalty; late fee charges; delayed exam fee,,Late fees are applicable only if notified by the University.,Dynamic,Examination Notifications,accounts@manuu.edu.in,22-05-2026,Active
13,Fees,online_fee_payment,All Users,ALL,ALL,What is the mode of payment for admission and examination fees?,online payment; fee payment method; how to pay fees; fees online bharna; payment kaise karna; online fee payment; fees kidhar bharna,,Admission and examination fees can be paid only through online mode.,Static,Fee Payment Rules,accounts@manuu.edu.in,22-05-2026,Active
327,Fees,online_payment_methods,All Users,ALL,ALL,Which payment methods are accepted for fee payment?,online payment methods; upi accepted; debit card fee payment; net banking fees,,Fee payments can usually be made through online payment gateways using approved methods.,Static,Payment Gateway Instructions,accounts@manuu.edu.in,22-05-2026,Active
333,Fees,re_registration_fee,Current Student,ALL,ALL,How can I pay re-registration or follow-on admission fees?,re registration fee; follow on admission payment; next year fees; continuation fee,,Re-registration fees must be paid online through the prescribed portal.,Dynamic,Re-registration Notifications,accounts@manuu.edu.in,22-05-2026,Active
324,Fees,refund_policy_details,Prospective Student,ALL,ALL,What is the refund policy for cancelled admissions?,admission refund policy; fee refund rules; cancellation refund; paisa wapas policy,,Fee refunds are processed according to UGC and University refund policies.,Dynamic,Refund Policy,accounts@manuu.edu.in,22-05-2026,Active
340,Fees,refund_processing_time,Prospective Student,ALL,ALL,How long does fee refund processing take?,refund processing time; paisa kab wapas; refund status; fee refund duration,,Refund processing timelines depend on administrative and banking procedures.,Dynamic,Accounts Section,accounts@manuu.edu.in,22-05-2026,Active
331,Fees,sc_st_fee_concession,Prospective Student,ALL,RESERVED CATEGORY STUDENTS,Is there any fee concession for SC/ST students?,sc fee concession; st fee reduction; reserved category fee benefit; concession available,,"Fee concessions, if applicable, are governed by University and Government policies.",Dynamic,Fee & Reservation Policy,accounts@manuu.edu.in,22-05-2026,Active
325,Fees,semester_fee_payment,Current Student,UG/PG,SEMESTER PROGRAMMES,Should semester fees be paid every semester?,semester fees kab bharna; sem wise fee payment; semester payment schedule; semester fee rules,,Students must pay semester fees according to the prescribed academic schedule.,Dynamic,Fee Schedule,accounts@manuu.edu.in,22-05-2026,Active
332,Fees,women_fee_concession,Prospective Student,ALL,WOMEN STUDENTS,Is there any fee concession for women students?,women fee concession; girls fee reduction; ladies fee benefit; khawateen fee discount,,Fee concessions for women students are governed by current University policies.,Dynamic,Fee Notifications,accounts@manuu.edu.in,22-05-2026,Active
326,Fees,yearly_fee_payment,Current Student,UG/PG,YEAR-WISE PROGRAMMES,Should fees be paid yearly in annual programmes?,yearly fees; annual fee payment; year wise payment; yearly admission fees,,Fees for annual programmes must be paid according to University rules and schedules.,Dynamic,Fee Schedule,accounts@manuu.edu.in,22-05-2026,Active
304,General,academic_calendar_access,Current Student,ALL,ALL,Where can I find the Academic Calendar?,academic calendar download; schedule pdf; university calendar; session dates,,Academic Calendar is available on the official MANUU website.,Dynamic,Official Website,info@manuu.edu.in,22-05-2026,Active
309,General,anti_ragging_information,Current Student,ALL,ALL,Is anti-ragging policy applicable in ODL programmes?,anti ragging rules; ragging complaint; student harassment; anti ragging policy,,MANUU follows anti-ragging regulations and student safety guidelines as applicable.,Static,University Regulations,info@manuu.edu.in,22-05-2026,Active
314,General,change_of_address_request,Current Student,ALL,ALL,How can I update my address in University records?,address change; update address; change residence details; postal address correction,,Students may update address details through the portal or by contacting support services.,Dynamic,SAMARTH Portal,ssu.dde@manuu.edu.in,22-05-2026,Active
311,General,digital_library_resources,Current Student,ALL,ALL,Are digital library resources available for students?,e library access; digital books; online journals; library login,,Students may access digital academic resources as per University provisions.,Dynamic,Library Services,info@manuu.edu.in,22-05-2026,Active
307,General,fake_notification_warning,All Users,ALL,ALL,How can I identify fake admission or examination notifications?,fake notification; false circular; fake manuu notice; unofficial update,,Students should verify all notifications only through the official MANUU website and authorised sources.,Static,Official Website,info@manuu.edu.in,22-05-2026,Active
305,General,holiday_information,Current Student,ALL,ALL,Where can I check University holidays?,university holidays; holiday list; office holidays; academic holidays,,Holiday notifications are published on the official website and academic calendar.,Dynamic,Academic Calendar,info@manuu.edu.in,22-05-2026,Active
313,General,identity_card_validity,Current Student,ALL,ALL,Is the student ID card valid throughout the programme duration?,id card validity; student card expiry; identity card duration; id valid till when,,The ID card remains valid according to programme duration and University rules.,Static,Student Services,ssu.dde@manuu.edu.in,22-05-2026,Active
315,General,language_support_queries,All Users,ALL,ALL,"Can I get support in Urdu, Hindi, or English?",urdu support; hindi assistance; english help available; multilingual support,,MANUU provides support in multiple languages depending on the service and department.,Static,Student Support Services,info@manuu.edu.in,22-05-2026,Active
310,General,library_facility_access,Current Student,ALL,ALL,Can ODL students access library facilities?,odl library access; student library card; online library; manuu library use,,Library access facilities depend on University policies and available services.,Dynamic,Library Services,info@manuu.edu.in,22-05-2026,Active
301,General,lsc_working_hours,All Users,ALL,ALL,What are the working hours of Learner Support Centres?,lsc timings; study centre working hours; office timings; learner support centre kab khulta,,Working hours of Learner Support Centres may vary. Students are advised to contact the respective centre directly.,Dynamic,LSC Information,ssu.dde@manuu.edu.in,22-05-2026,Active
318,General,multiple_language_material,Current Student,ALL,ALL,Is study material available in multiple languages?,study material language; urdu books; english slm; hindi material available,,Availability of study material languages depends on the programme.,Static,Programme Information,ismail@manuu.edu.in,22-05-2026,Active
